current_link,title,date,supersedes_links,notification_user,notification_id
https://www.rbi.org.in/Scripts/BS_ViewMasDirections.aspx?id=8997,Master Circular on Remittance Facilities for Non-Resident Indians / Persons of Indian Origin / Foreign Nationals,"May 3, 2000",,BS_ViewMasDirections,8997
https://www.rbi.org.in/Scripts/BS_ViewMasDirections.aspx?id=10497,"Master Direction - Priority Sector Lending – Targets and Classification (Updated as on December 05, 2019)","December 05, 2019",,BS_ViewMasDirections,10497
https://www.rbi.org.in/Scripts/BS_ViewMasDirections.aspx?id=9495,"Auction for Sale (Re-issue ) of ‘8.60 per cent Government Stock, 2028'","January 19, 2015",,BS_ViewMasDirections,9495
https://www.rbi.org.in/Scripts/BS_ViewMasDirections.aspx?id=10999,Master Direction - Information Technology Framework for the NBFC Sector,"June 08, 2017",,BS_ViewMasDirections,10999
https://www.rbi.org.in/Scripts/BS_ViewMasDirections.aspx?id=9995,Auction for Sale (Re-issue) of 8.24 per cent Government Stock 2033,"August 24, 2015",,BS_ViewMasDirections,9995
https://www.rbi.org.in/Scripts/BS_ViewMasDirections.aspx?id=8996,"Master Circular- Income Recognition, Asset Classification, Provisioning and Other Related Matters - UCBs","July 1, 2014",,BS_ViewMasDirections,8996
https://www.rbi.org.in/Scripts/BS_ViewMasDirections.aspx?id=10496,Master Direction - Regional Rural Banks - Priority Sector Lending – Targets and Classification,"July 7, 2016",,BS_ViewMasDirections,10496
https://www.rbi.org.in/Scripts/BS_ViewMasDirections.aspx?id=9494,"Auction for Sale (Re-issue) of 8.24 per cent Government Stock, 2033","January 19, 2015",,BS_ViewMasDirections,9494
https://www.rbi.org.in/Scripts/BS_ViewMasDirections.aspx?id=10998,Aligning roadmap for unbanked villages having population more than 5000 with revised guidelines on Branch Authorisation Policy,"June 8, 2017",,BS_ViewMasDirections,10998
https://www.rbi.org.in/Scripts/BS_ViewMasDirections.aspx?id=9994,Auction for Sale (Re-issue) of 8.13 per cent Government Stock 2045,"August 24, 2015",,BS_ViewMasDirections,9994
https://www.rbi.org.in/Scripts/BS_ViewMasDirections.aspx?id=8995,"Master Circular - Allied activities - Entry into insurance business, issue of credit card and marketing and distribution of certain products","July 1, 2014",,BS_ViewMasDirections,8995
https://www.rbi.org.in/Scripts/BS_ViewMasDirections.aspx?id=9493,Auction for Sale (Re-issue) of 8.30 per cent Government Stock 2040,"January 19, 2015",,BS_ViewMasDirections,9493
https://www.rbi.org.in/Scripts/BS_ViewMasDirections.aspx?id=10495,"Master Direction on Money Market Instruments: Call/Notice Money Market, Commercial Paper, Certificates of Deposit and Non-Convertible Debentures (original maturity up to one year)","July 7, 2016",,BS_ViewMasDirections,10495
https://www.rbi.org.in/Scripts/BS_ViewMasDirections.aspx?id=10997,Recording of PPO Number in the passbook of Pensioners / Family Pensioners,"June 8, 2017",,BS_ViewMasDirections,10997
https://www.rbi.org.in/Scripts/BS_ViewMasDirections.aspx?id=9993,Foreign Direct Investment – Reporting under FDI Scheme on the e-Biz platform,"August 21, 2015",,BS_ViewMasDirections,9993
https://www.rbi.org.in/Scripts/BS_ViewMasDirections.aspx?id=9492,"Foreign Exchange Management (Export and Import of Currency) Second Amendment) Regulations, 2014","December 16, 2014",,BS_ViewMasDirections,9492
https://www.rbi.org.in/Scripts/BS_ViewMasDirections.aspx?id=8994,Master Circular - Bank Finance to Non-Banking Financial Companies (NBFCs),"July 1, 2013",,BS_ViewMasDirections,8994
https://www.rbi.org.in/Scripts/BS_ViewMasDirections.aspx?id=9992,Guidelines for Relief Measures by Banks in Areas affected by Natural Calamities,"August 21, 2015",,BS_ViewMasDirections,9992
https://www.rbi.org.in/Scripts/BS_ViewMasDirections.aspx?id=10996,"Section 24 and Section 56 of the Banking Regulation Act, 1949 - Maintenance of Statutory Liquidity Ratio (SLR)","June 7, 2017",,BS_ViewMasDirections,10996
https://www.rbi.org.in/Scripts/BS_ViewMasDirections.aspx?id=10494,Master Circular – Deendayal Antyodaya Yojana - National Rural Livelihoods Mission (DAY-NRLM),"July 01, 2016",,BS_ViewMasDirections,10494
https://www.rbi.org.in/Scripts/BS_ViewMasDirections.aspx?id=10995,Individual Housing Loans: Rationalisation of Risk-Weights and Loan to Value (LTV) Ratios,"June 7, 2017",,BS_ViewMasDirections,10995
https://www.rbi.org.in/Scripts/BS_ViewMasDirections.aspx?id=9991,Auction of Government of India Dated Securities,"August 17, 2015",,BS_ViewMasDirections,9991
https://www.rbi.org.in/Scripts/BS_ViewMasDirections.aspx?id=9491,Review of Guidelines on Restructuring of Advances by NBFCs,"January 16, 2015",,BS_ViewMasDirections,9491
https://www.rbi.org.in/Scripts/BS_ViewMasDirections.aspx?id=10493,Master Circular - Deendayal Antyodaya Yojana- National Urban Livelihoods Mission (DAY-NULM),"July 01, 2016",,BS_ViewMasDirections,10493
https://www.rbi.org.in/Scripts/BS_ViewMasDirections.aspx?id=8993,Master Circular – Policy Guidelines on Issuance and Operation of Pre-paid Payment Instruments in India,"July 01, 2014",,BS_ViewMasDirections,8993
https://www.rbi.org.in/Scripts/BS_ViewMasDirections.aspx?id=9490,Computation of Net-worth,"January 16, 2015",,BS_ViewMasDirections,9490
https://www.rbi.org.in/Scripts/BS_ViewMasDirections.aspx?id=10994,Issuance of Rupee denominated bonds overseas,"June 7, 2017",,BS_ViewMasDirections,10994
https://www.rbi.org.in/Scripts/BS_ViewMasDirections.aspx?id=9990,Auction for Sale (Re-issue) of 7.35 per cent Government Stock 2024,"August 17, 2015",,BS_ViewMasDirections,9990
https://www.rbi.org.in/Scripts/BS_ViewMasDirections.aspx?id=10492,Master Circular - Credit facilities to Scheduled Castes (SCs) & Scheduled Tribes (STs),"July 01, 2016",,BS_ViewMasDirections,10492
https://www.rbi.org.in/Scripts/BS_ViewMasDirections.aspx?id=8992,Master Circular – Mobile Banking transactions in India – Operative Guidelines for Banks,"July 1, 2014",,BS_ViewMasDirections,8992
https://www.rbi.org.in/Scripts/BS_ViewMasDirections.aspx?id=9489,Entry of Banks into Insurance Business,"January 15, 2015",,BS_ViewMasDirections,9489
https://www.rbi.org.in/Scripts/BS_ViewMasDirections.aspx?id=10993,Auction of Government of India Dated Securities,"June 05, 2017",,BS_ViewMasDirections,10993
https://www.rbi.org.in/Scripts/BS_ViewMasDirections.aspx?id=9989,Auction for Sale (Re-issue) of 7.88 per cent Government Stock 2030,"August 17, 2015",,BS_ViewMasDirections,9989
https://www.rbi.org.in/Scripts/BS_ViewMasDirections.aspx?id=10491,Master Circular- Credit Facilities to Minority Communities,"July 1, 2016",,BS_ViewMasDirections,10491
https://www.rbi.org.in/Scripts/BS_ViewMasDirections.aspx?id=8991,Master Circular – Facility for Exchange of Notes and Coins,"July 01, 2014",,BS_ViewMasDirections,8991
https://www.rbi.org.in/Scripts/BS_ViewMasDirections.aspx?id=10992,Auction for Sale (Re-issue) of Government of India Floating Rate Bonds 2024,"June 05, 2017",,BS_ViewMasDirections,10992
https://www.rbi.org.in/Scripts/BS_ViewMasDirections.aspx?id=9488,Withdrawn,"April 14, 2015",,BS_ViewMasDirections,9488
https://www.rbi.org.in/Scripts/BS_ViewMasDirections.aspx?id=10490,Master Circular on SHG-Bank Linkage Programme,"July 01, 2016",,BS_ViewMasDirections,10490
https://www.rbi.org.in/Scripts/BS_ViewMasDirections.aspx?id=9988,Auction for Sale (Re-issue) of 7.95 per cent Government Stock 2032,"August 17, 2015",,BS_ViewMasDirections,9988
https://www.rbi.org.in/Scripts/BS_ViewMasDirections.aspx?id=8990,Master Circular – Levy of Penal Interest for delayed Reporting/Wrong Reporting/Non-Reporting of Currency Chest Transactions and Inclusion of Ineligible Amounts in Currency Chest Balances,"July 01, 2014",,BS_ViewMasDirections,8990
https://www.rbi.org.in/Scripts/BS_ViewMasDirections.aspx?id=10991,Auction for Sale (Re-issue) of 6.79 per cent Government Stock 2027,"June 05, 2017",,BS_ViewMasDirections,10991
https://www.rbi.org.in/Scripts/BS_ViewMasDirections.aspx?id=10489,Discontinuation of Reporting of Bank Guarantee on behalf of service importers,"July 07, 2016",,BS_ViewMasDirections,10489
https://www.rbi.org.in/Scripts/BS_ViewMasDirections.aspx?id=9987,Auction for Sale (Re-issue) of 8.17 per cent Government Stock 2044,"August 17, 2015",,BS_ViewMasDirections,9987
https://www.rbi.org.in/Scripts/BS_ViewMasDirections.aspx?id=8989,Master Circular – Detection and Impounding of Counterfeit Notes,"July 1, 2014",,BS_ViewMasDirections,8989
https://www.rbi.org.in/Scripts/BS_ViewMasDirections.aspx?id=10990,Auction for Sale (Re-issue) of 7.73 per cent Government Stock 2034,"October 8, 2008",,BS_ViewMasDirections,10990
https://www.rbi.org.in/Scripts/BS_ViewMasDirections.aspx?id=9986,"Implementation of Section 51-A of Unlawful Activities Prevention Act (UAPA), 1967- Update dated August 6, 2015 of Al-Qaida Sanctions List","August 6, 2015",,BS_ViewMasDirections,9986
https://www.rbi.org.in/Scripts/BS_ViewMasDirections.aspx?id=9487,Revision in Bank Rate,"January 15, 2015",,BS_ViewMasDirections,9487
https://www.rbi.org.in/Scripts/BS_ViewMasDirections.aspx?id=8988,Master Circular – Scheme of Incentives and Penalties for bank branches based on performance in rendering customer service to the members of public,"April 14, 2015",,BS_ViewMasDirections,8988
https://www.rbi.org.in/Scripts/BS_ViewMasDirections.aspx?id=10488,Master Circular - Lead Bank Scheme,"July 1, 2016",,BS_ViewMasDirections,10488
https://www.rbi.org.in/Scripts/BS_ViewMasDirections.aspx?id=10989,"Auction for Sale (Re-issue) of ‘7.06 per cent Government Stock, 2046’","June 05, 2017",,BS_ViewMasDirections,10989
https://www.rbi.org.in/Scripts/BS_ViewMasDirections.aspx?id=9985,Conduct of Government Business by Agency Banks – Payment of Agency Commission,"August 13, 2015",,BS_ViewMasDirections,9985
https://www.rbi.org.in/Scripts/BS_ViewMasDirections.aspx?id=8987,Master Circular –Corporate Governance,"July 1, 2014",,BS_ViewMasDirections,8987
https://www.rbi.org.in/Scripts/BS_ViewMasDirections.aspx?id=10487,Long Term (Subordinated) Deposits (LTDs) – Review of guidelines,"July 7, 2016",,BS_ViewMasDirections,10487
https://www.rbi.org.in/Scripts/BS_ViewMasDirections.aspx?id=9486,Change in Bank Rate,"January 15, 2015",,BS_ViewMasDirections,9486
https://www.rbi.org.in/Scripts/BS_ViewMasDirections.aspx?id=10988,Introduction of Legal Entity Identifier for OTC derivatives markets,"June 01, 2017",,BS_ViewMasDirections,10988
https://www.rbi.org.in/Scripts/BS_ViewMasDirections.aspx?id=9984,Union Budget - 2015-16 Interest Subvention Scheme,"August 13, 2015",,BS_ViewMasDirections,9984
https://www.rbi.org.in/Scripts/BS_ViewMasDirections.aspx?id=10486,Revision of interest rates for Small Savings Schemes,"July 7, 2016",,BS_ViewMasDirections,10486
https://www.rbi.org.in/Scripts/BS_ViewMasDirections.aspx?id=8986,Master Circular - Fair Practices Code,"October 30, 2014",,BS_ViewMasDirections,8986
https://www.rbi.org.in/Scripts/BS_ViewMasDirections.aspx?id=9485,Membership of Credit Information Companies (CICs),"January 15, 2015",,BS_ViewMasDirections,9485
https://www.rbi.org.in/Scripts/BS_ViewMasDirections.aspx?id=10987,"Submission of Annual Information Return relating to issue of Bonds for ₹ 5 lakh or more under Section 285 BA of Income Tax Act, 1961 - Change thereof","May 30, 2017",,BS_ViewMasDirections,10987
https://www.rbi.org.in/Scripts/BS_ViewMasDirections.aspx?id=9983,Exim Bank's GoI supported Line of Credit of USD 6.20 million to Myanma Foreign Trade Bank,"August 13, 2015",,BS_ViewMasDirections,9983
https://www.rbi.org.in/Scripts/BS_ViewMasDirections.aspx?id=8985,"Master Circular – The Non-Banking Financial Company - Factors (Reserve Bank) Directions, 2012","July 1, 2014",,BS_ViewMasDirections,8985
https://www.rbi.org.in/Scripts/BS_ViewMasDirections.aspx?id=9484,Liquidity Adjustment Facility – Repo and Reverse Repo Rates,"January 15, 2015",,BS_ViewMasDirections,9484
https://www.rbi.org.in/Scripts/BS_ViewMasDirections.aspx?id=10986,Auction of Government of India Dated Securities,"May 29, 2017",,BS_ViewMasDirections,10986
https://www.rbi.org.in/Scripts/BS_ViewMasDirections.aspx?id=9982,Auction of Government of India Dated Securities,"August 10, 2015",,BS_ViewMasDirections,9982
https://www.rbi.org.in/Scripts/BS_ViewMasDirections.aspx?id=9483,Marginal Standing Facility,"January 15, 2015",,BS_ViewMasDirections,9483
https://www.rbi.org.in/Scripts/BS_ViewMasDirections.aspx?id=8984,Master Circular on Maintenance of Deposit Accounts –  Primary (Urban) Co-operative Banks,"July 1, 2014",,BS_ViewMasDirections,8984
https://www.rbi.org.in/Scripts/BS_ViewMasDirections.aspx?id=10485,"Master Direction - Risk Management and Inter-Bank Dealings (Updated as on May 03, 2024)","May 03, 2024",,BS_ViewMasDirections,10485
https://www.rbi.org.in/Scripts/BS_ViewMasDirections.aspx?id=9981,Auction for Sale (Re-issue) of 7.68 per cent Government Stock 2023,"August 10, 2015",,BS_ViewMasDirections,9981
https://www.rbi.org.in/Scripts/BS_ViewMasDirections.aspx?id=9482,Standing Liquidity Facilities for Banks and Primary Dealers,"January 15, 2015",,BS_ViewMasDirections,9482
https://www.rbi.org.in/Scripts/BS_ViewMasDirections.aspx?id=10985,Auction for Sale (Re-issue) of 6.84 per cent Government Stock 2022,"May 29, 2017",,BS_ViewMasDirections,10985
https://www.rbi.org.in/Scripts/BS_ViewMasDirections.aspx?id=10484,Auction of Government of India Dated Securities,"July 04, 2016",,BS_ViewMasDirections,10484
https://www.rbi.org.in/Scripts/BS_ViewMasDirections.aspx?id=9481,Risk Management and Inter Bank Dealings: Hedging under Past Performance Route- Liberalisation of Documentation Requirements in the OTC market,"January 14, 2015",,BS_ViewMasDirections,9481
https://www.rbi.org.in/Scripts/BS_ViewMasDirections.aspx?id=9980,Auction for Sale (Re-issue) of 7.72 per cent Government Stock 2025,"August 10, 2015",,BS_ViewMasDirections,9980
https://www.rbi.org.in/Scripts/BS_ViewMasDirections.aspx?id=10984,Auction for Sale (Re-issue) of 6.79 per cent Government Stock 2029,"May 29, 2017",,BS_ViewMasDirections,10984
https://www.rbi.org.in/Scripts/BS_ViewMasDirections.aspx?id=8983,Master Circular Interest Rates on Rupee Deposits – Primary (Urban) Co-operative Banks,"July 1, 2014",,BS_ViewMasDirections,8983
https://www.rbi.org.in/Scripts/BS_ViewMasDirections.aspx?id=10483,"Auction for Sale (Re-issue) of ‘7.80 per cent Government Stock, 2021’","July 04, 2016",,BS_ViewMasDirections,10483
https://www.rbi.org.in/Scripts/BS_ViewMasDirections.aspx?id=9480,"Foreign Exchange Management (Manner of Receipt & Payment) (Second Amendment) Regulations, 2014","September 4, 2014",,BS_ViewMasDirections,9480
https://www.rbi.org.in/Scripts/BS_ViewMasDirections.aspx?id=9979,Auction for Sale (Re-issue) of 8.24 per cent Government Stock 2033,"August 10, 2015",,BS_ViewMasDirections,9979
https://www.rbi.org.in/Scripts/BS_ViewMasDirections.aspx?id=10983,Auction for Sale (Re-issue) of 6.57 per cent Government Stock 2033,"May 29, 2017",,BS_ViewMasDirections,10983
https://www.rbi.org.in/Scripts/BS_ViewMasDirections.aspx?id=10482,Auction for Sale (Re issue) of 7.59 per cent Government Stock 2029,"July 04, 2016",,BS_ViewMasDirections,10482
https://www.rbi.org.in/Scripts/BS_ViewMasDirections.aspx?id=9479,"Foreign Exchange Management (Export of Goods & Services) (Fourth Amendment) Regulations, 2014","September 04, 2014",,BS_ViewMasDirections,9479
https://www.rbi.org.in/Scripts/BS_ViewMasDirections.aspx?id=9978,Auction for Sale (Re-issue) of 8.13 per cent Government Stock 2045,"August 10, 2015",,BS_ViewMasDirections,9978
https://www.rbi.org.in/Scripts/BS_ViewMasDirections.aspx?id=8982,"Master Circular on Know Your Customer (KYC) Norms/Anti-Money Laundering (AML) Measures/Combating of Financing of Terrorism (CFT) / Obligations of banks under Prevention of Money Laundering Act (PMLA), 2002","July 1, 2014",,BS_ViewMasDirections,8982
https://www.rbi.org.in/Scripts/BS_ViewMasDirections.aspx?id=10982,Auction for Sale (Re-issue) of 6.62 per cent Government Stock 2051,"May 29, 2017",,BS_ViewMasDirections,10982
https://www.rbi.org.in/Scripts/BS_ViewMasDirections.aspx?id=10481,Auction for Sale (Re-issue) of 7.73 per cent Government Stock 2034,"October 8, 2008",,BS_ViewMasDirections,10481
https://www.rbi.org.in/Scripts/BS_ViewMasDirections.aspx?id=9478,"Foreign Exchange Management (Transfer or Issue of Security by a Person Resident outside India) (Sixteenth Amendment) Regulations, 2014","December 8, 2014",,BS_ViewMasDirections,9478
https://www.rbi.org.in/Scripts/BS_ViewMasDirections.aspx?id=10981,Regulatory requirements for issue of Pre-paid Payment Instruments by Co-operative Banks,"May 25, 2017",,BS_ViewMasDirections,10981
https://www.rbi.org.in/Scripts/BS_ViewMasDirections.aspx?id=9977,"Interest Rates on Deposits – Deposits of Army Group Insurance Directorate (AGID), Naval Group Insurance Fund (NGIF) and Air Force Group Insurance Society (AFGIS)","August 06, 2015",,BS_ViewMasDirections,9977
https://www.rbi.org.in/Scripts/BS_ViewMasDirections.aspx?id=10480,Auction for Sale (Re-issue) of 8.13 per cent Government Stock 2045,"July 04, 2016",,BS_ViewMasDirections,10480
https://www.rbi.org.in/Scripts/BS_ViewMasDirections.aspx?id=8981,Master Circular on Customer Service - UCBs,"July 1, 2014",,BS_ViewMasDirections,8981
https://www.rbi.org.in/Scripts/BS_ViewMasDirections.aspx?id=9477,"Foreign Exchange Management (Transfer or Issue of any Foreign Security) (Fourth Amendment) Regulations, 2014","November 12, 2014",,BS_ViewMasDirections,9477
https://www.rbi.org.in/Scripts/BS_ViewMasDirections.aspx?id=10980,Formation of new districts in the State of Arunachal Pradesh - Assignment of Lead Bank Responsibility,"May 25, 2017",,BS_ViewMasDirections,10980
https://www.rbi.org.in/Scripts/BS_ViewMasDirections.aspx?id=10479,Master Directions on Relief/Savings Bonds,"July 1, 2016",,BS_ViewMasDirections,10479
https://www.rbi.org.in/Scripts/BS_ViewMasDirections.aspx?id=9976,Exposure Norms limit for the Standalone Primary Dealers (SPDs),"August 6, 2015",,BS_ViewMasDirections,9976
https://www.rbi.org.in/Scripts/BS_ViewMasDirections.aspx?id=8980,Master Circular- Exposure Norms and Statutory / Other Restrictions - UCBs,"July 1, 2014",,BS_ViewMasDirections,8980
https://www.rbi.org.in/Scripts/BS_ViewMasDirections.aspx?id=9476,Auction of Government of India Dated Securities,"January 12, 2015",,BS_ViewMasDirections,9476
https://www.rbi.org.in/Scripts/BS_ViewMasDirections.aspx?id=10478,"Master Direction - Reserve Bank of India (Relief Measures by Banks in Areas Affected by Natural Calamities) Directions, 2016","July 1, 2016",,BS_ViewMasDirections,10478
https://www.rbi.org.in/Scripts/BS_ViewMasDirections.aspx?id=10979,"Submission of Annual Information Return relating to issue of Bonds for ₹ 5 lakh or more under Section 285 BA of Income Tax Act, 1961 - Change thereof","May 25, 2017",,BS_ViewMasDirections,10979
https://www.rbi.org.in/Scripts/BS_ViewMasDirections.aspx?id=8979,"Master Circular- Guarantees, Co-Acceptances & Letters of Credit - UCBs","July 1, 2014",,BS_ViewMasDirections,8979
https://www.rbi.org.in/Scripts/BS_ViewMasDirections.aspx?id=9975,Exim Bank's GoI supported Line of Credit of USD 18.08 million to the Government of Republic of Chad,"August 06, 2015",,BS_ViewMasDirections,9975
https://www.rbi.org.in/Scripts/BS_ViewMasDirections.aspx?id=9475,"Auction for Sale (Re-issue) of  8.08 per cent  Government Stock, 2022","January 12, 2015",,BS_ViewMasDirections,9475
https://www.rbi.org.in/Scripts/BS_ViewMasDirections.aspx?id=10978,Continuation of Interest Subvention Scheme for short-term crop loans on interim basis during the year 2017-18 - regarding,"May 25, 2017",,BS_ViewMasDirections,10978
https://www.rbi.org.in/Scripts/BS_ViewMasDirections.aspx?id=9974,"Section 23 of the Banking Regulation Act, 1949 - Relaxations in Branch Authorisation Policy","August 6, 2015",,BS_ViewMasDirections,9974
https://www.rbi.org.in/Scripts/BS_ViewMasDirections.aspx?id=8978,Master Circular - Priority Sector Lending - UCBs,"July 1, 2014",,BS_ViewMasDirections,8978
https://www.rbi.org.in/Scripts/BS_ViewMasDirections.aspx?id=10477,"Master Directions on Frauds – Classification and Reporting by commercial banks and select FIs (Updated as on July 03, 2017)","July 03, 2017",,BS_ViewMasDirections,10477
https://www.rbi.org.in/Scripts/BS_ViewMasDirections.aspx?id=9474,"Auction for Sale (Re-issue) of 8.15 per cent Government Stock, 2026","January 12, 2015",,BS_ViewMasDirections,9474
https://www.rbi.org.in/Scripts/BS_ViewMasDirections.aspx?id=10977,Auction of Government of India Dated Securities,"May 22, 2017",,BS_ViewMasDirections,10977
https://www.rbi.org.in/Scripts/BS_ViewMasDirections.aspx?id=9973,Auction of Government of India Dated Securities,"August 03, 2015",,BS_ViewMasDirections,9973
https://www.rbi.org.in/Scripts/BS_ViewMasDirections.aspx?id=9473,"Auction for Sale (Re-issue) of 8.24 per cent Government Stock, 2033","January 12, 2015",,BS_ViewMasDirections,9473
https://www.rbi.org.in/Scripts/BS_ViewMasDirections.aspx?id=10976,Auction for Sale (Re-issue) of Government of India Floating Rate Bonds 2024,"May 22, 2017",,BS_ViewMasDirections,10976
https://www.rbi.org.in/Scripts/BS_ViewMasDirections.aspx?id=10476,"Master Direction – Operational Guidelines for Primary Dealers  (Updated as on November 22, 2018)","November 22, 2018",,BS_ViewMasDirections,10476
https://www.rbi.org.in/Scripts/BS_ViewMasDirections.aspx?id=8977,Master Circular- Management of Advances - UCBs,"July 1, 2013",,BS_ViewMasDirections,8977
https://www.rbi.org.in/Scripts/BS_ViewMasDirections.aspx?id=9972,Auction for Sale (Re-issue) of 7.35 per cent Government Stock 2024,"August 03, 2015",,BS_ViewMasDirections,9972
https://www.rbi.org.in/Scripts/BS_ViewMasDirections.aspx?id=9472,"Auction for Sale (Re-issue) of 8.17 per cent Government Stock, 2044","January 12, 2014",,BS_ViewMasDirections,9472
https://www.rbi.org.in/Scripts/BS_ViewMasDirections.aspx?id=10475,Pre-2005 series of Banknotes - Revision of exchange facility,"June 30, 2016",,BS_ViewMasDirections,10475
https://www.rbi.org.in/Scripts/BS_ViewMasDirections.aspx?id=10975,Auction for Sale (Re-issue) of 6.79 per cent Government Stock 2027,"May 22, 2017",,BS_ViewMasDirections,10975
https://www.rbi.org.in/Scripts/BS_ViewMasDirections.aspx?id=9471,"Foreign Exchange Management (Transfer or issue of Security by a Person Resident outside India) (Seventeenth Amendment) Regulations, 2014","December 15, 2014",,BS_ViewMasDirections,9471
https://www.rbi.org.in/Scripts/BS_ViewMasDirections.aspx?id=9971,Auction for Sale (Re-issue) of 7.88 per cent Government Stock 2030,"August 03, 2015",,BS_ViewMasDirections,9971
https://www.rbi.org.in/Scripts/BS_ViewMasDirections.aspx?id=8976,Master Circular- Finance for Housing Schemes - UCBs,"July 1, 2014",,BS_ViewMasDirections,8976
https://www.rbi.org.in/Scripts/BS_ViewMasDirections.aspx?id=10474,Performance Audit of Crop Insurance Schemes,"June 30, 2016",,BS_ViewMasDirections,10474
https://www.rbi.org.in/Scripts/BS_ViewMasDirections.aspx?id=9470,"Foreign Exchange Management (Foreign Currency Accounts by a Person Resident in India) (Amendment) Regulations, 2014","December 3, 2014",,BS_ViewMasDirections,9470
https://www.rbi.org.in/Scripts/BS_ViewMasDirections.aspx?id=10974,Auction for Sale (Re-issue) of 7.73 per cent Government Stock 2034,"May 22, 2017",,BS_ViewMasDirections,10974
https://www.rbi.org.in/Scripts/BS_ViewMasDirections.aspx?id=9970,Auction for Sale (Re-issue) of 7.95 per cent Government Stock 2032,"August 03, 2015",,BS_ViewMasDirections,9970
https://www.rbi.org.in/Scripts/BS_ViewMasDirections.aspx?id=10473,Settlement System under Asian Clearing Union (ACU),"June 30, 2016",,BS_ViewMasDirections,10473
https://www.rbi.org.in/Scripts/BS_ViewMasDirections.aspx?id=8975,Master Circular - Prudential Norms on Capital Adequacy - UCBs,"July 1, 2014",,BS_ViewMasDirections,8975
https://www.rbi.org.in/Scripts/BS_ViewMasDirections.aspx?id=9469,"Implementation of Section 51-A of UAPA, 1967 – Updates of the UNSCR 1267(1999) / 1989(2011) Committee’s Al Qaida Sanctions List","January 9, 2015",,BS_ViewMasDirections,9469
https://www.rbi.org.in/Scripts/BS_ViewMasDirections.aspx?id=10973,"Auction for Sale (Re-issue) of ‘7.06 per cent Government Stock, 2046’","May 22, 2017",,BS_ViewMasDirections,10973
https://www.rbi.org.in/Scripts/BS_ViewMasDirections.aspx?id=9969,Auction for Sale (Re-issue) of 8.17 per cent Government Stock 2044,"August 03, 2015",,BS_ViewMasDirections,9969
https://www.rbi.org.in/Scripts/BS_ViewMasDirections.aspx?id=10472,External Commercial Borrowings (ECB) – Approval Route cases,"June 30, 2016",,BS_ViewMasDirections,10472
