current_link,title,date,supersedes_links,notification_user,notification_id
https://www.rbi.org.in/Scripts/NotificationUser.aspx?Id=11985&Mode=0,"Inclusion in/exclusion from the Second Schedule to the Reserve Bank of India Act, 1934 - Regional Rural Banks (RRBs)","October 20, 2020",,NotificationUser,11985
https://www.rbi.org.in/Scripts/NotificationUser.aspx?Id=11486&Mode=0,Establishment of Branch Office (BO) / Liaison Office (LO) / Project Office (PO) or any other place of business in India by foreign entities,"February 27, 2019",,NotificationUser,11486
https://www.rbi.org.in/Scripts/NotificationUser.aspx?Id=11485&Mode=0,Auction for Sale (Re-issue) of Government Stock (GS),"February 25, 2019",,NotificationUser,11485
https://www.rbi.org.in/Scripts/NotificationUser.aspx?Id=11484&Mode=0,Auction of Government of India Dated Securities,"February 25, 2019",,NotificationUser,11484
https://www.rbi.org.in/Scripts/NotificationUser.aspx?Id=11984&Mode=0,Individual Housing Loans – Rationalisation of Risk Weights,"October 16, 2020",,NotificationUser,11984
https://www.rbi.org.in/Scripts/NotificationUser.aspx?Id=12689&Mode=0,Instructions on Money Changing Activities,"May 27, 2024",,NotificationUser,12689
https://www.rbi.org.in/Scripts/NotificationUser.aspx?Id=12688&Mode=0,"Exclusion of ""Fincare Small Finance Bank Limited"" from the Second Schedule to the Reserve Bank of India Act, 1934 and cessation as a banking company","May 24, 2024",,NotificationUser,12688
https://www.rbi.org.in/Scripts/NotificationUser.aspx?Id=12687&Mode=0,Internal Review – Interim Recommendations – Withdrawal of Circulars,"May 21, 2024",,NotificationUser,12687
https://www.rbi.org.in/Scripts/NotificationUser.aspx?Id=12686&Mode=0,"Issuance of partly paid units to persons resident outside India by investment vehicles under Foreign Exchange Management (Non-debt Instruments) Rules, 2019","May 21, 2024",,NotificationUser,12686
https://www.rbi.org.in/Scripts/NotificationUser.aspx?Id=11483&Mode=0,Harmonisation of different categories of NBFCs,"February 22, 2019",,NotificationUser,11483
https://www.rbi.org.in/Scripts/NotificationUser.aspx?Id=12685&Mode=0,Formation of new district in the State of Assam – Assignment of Lead Bank Responsibility,"May 15, 2024",,NotificationUser,12685
https://www.rbi.org.in/Scripts/NotificationUser.aspx?Id=12684&Mode=0,"Foreign Exchange Management (Deposit) (Fourth Amendment) Regulations, 2024","May 06, 2024",,NotificationUser,12684
https://www.rbi.org.in/Scripts/NotificationUser.aspx?Id=11983&Mode=0,"Submission of returns under Section 31 (read with section 56) of the Banking Regulation Act, 1949 - Extension of time","October 13, 2020",,NotificationUser,11983
https://www.rbi.org.in/Scripts/NotificationUser.aspx?Id=12683&Mode=0,Margin for Derivative Contracts,"May 08, 2024",https://www.rbi.org.in/Scripts/NotificationUser.aspx?Id=12028&Mode=0,NotificationUser,12683
https://www.rbi.org.in/Scripts/NotificationUser.aspx?Id=11482&Mode=0,Interest Subvention Scheme for MSMEs,"February 22, 2019",,NotificationUser,11482
https://www.rbi.org.in/Scripts/NotificationUser.aspx?Id=11481&Mode=0,Review of Instructions on Bulk Deposit (Amended),"February 22, 2019",,NotificationUser,11481
https://www.rbi.org.in/Scripts/NotificationUser.aspx?Id=11480&Mode=0,"Micro, Small and Medium Enterprises (MSME) sector- Restructuring of Advances","February 22, 2019",,NotificationUser,11480
https://www.rbi.org.in/Scripts/NotificationUser.aspx?Id=11982&Mode=0,SLR holdings in HTM category,"October 12, 2020",,NotificationUser,11982
https://www.rbi.org.in/Scripts/NotificationUser.aspx?Id=12682&Mode=0,"Master Direction – Reserve Bank of India (Margining for Non-Centrally Cleared OTC Derivatives) Directions, 2024","May 08, 2024",,NotificationUser,12682
https://www.rbi.org.in/Scripts/NotificationUser.aspx?Id=11479&Mode=0,Risk Weights for exposures to NBFCs,"February 22, 2019",,NotificationUser,11479
https://www.rbi.org.in/Scripts/NotificationUser.aspx?Id=11981&Mode=0,Regulatory Retail Portfolio – Revised Limit for Risk Weight,"October 12, 2020",,NotificationUser,11981
https://www.rbi.org.in/Scripts/NotificationUser.aspx?Id=11980&Mode=0,"Sovereign Gold Bond Scheme (SGB) 2020-21- Series VII, VIII, IX, X, XI, XII","October 9, 2020",,NotificationUser,11980
https://www.rbi.org.in/Scripts/NotificationUser.aspx?Id=11979&Mode=0,"Implementation of Section 51A of UAPA, 1967: Updates to UNSC’s 1267/ 1989 ISIL (Da'esh) & Al-Qaida Sanctions List – Addition of one entry","October 09, 2020",,NotificationUser,11979
https://www.rbi.org.in/Scripts/NotificationUser.aspx?Id=11978&Mode=0,Export Data Processing and Monitoring System (EDPMS) Module for ‘Caution/De-caution Listing of Exporters’ - Review,"October 09, 2020",,NotificationUser,11978
https://www.rbi.org.in/Scripts/NotificationUser.aspx?Id=12681&Mode=0,Banks' Exposure to Capital Market - Issue of Irrevocable Payment Commitments (IPCs),"May 03, 2024",,NotificationUser,12681
https://www.rbi.org.in/Scripts/NotificationUser.aspx?Id=11478&Mode=0,Interest Subvention Scheme for MSMEs,"February 21, 2019",,NotificationUser,11478
https://www.rbi.org.in/Scripts/NotificationUser.aspx?Id=12680&Mode=0,Master Direction – Risk Management and Inter-Bank Dealings: Amendments,"May 03, 2024",,NotificationUser,12680
https://www.rbi.org.in/Scripts/NotificationUser.aspx?Id=11977&Mode=0,Exim Bank's Government of India supported Line of Credit (LoC) of USD 310 million to the Government of the Republic of Zimbabwe,"October 08, 2020",,NotificationUser,11977
https://www.rbi.org.in/Scripts/NotificationUser.aspx?Id=11477&Mode=0,Auction for Sale (Re-issue) of Government Stock (GS),"February 18, 2019",,NotificationUser,11477
https://www.rbi.org.in/Scripts/NotificationUser.aspx?Id=12679&Mode=0,Guidance Note on Operational Risk Management and Operational Resilience,"April 30, 2024",,NotificationUser,12679
https://www.rbi.org.in/Scripts/NotificationUser.aspx?Id=12678&Mode=0,Fair Practices Code for Lenders – Charging of Interest,"April 29, 2024",,NotificationUser,12678
https://www.rbi.org.in/Scripts/NotificationUser.aspx?Id=11976&Mode=0,Interest Subvention Scheme for MSMEs – Co-operative banks,"October 7, 2020",,NotificationUser,11976
https://www.rbi.org.in/Scripts/NotificationUser.aspx?Id=11476&Mode=0,Auction of Government of India Dated Securities,"February 18, 2019",,NotificationUser,11476
https://www.rbi.org.in/Scripts/NotificationUser.aspx?Id=11475&Mode=0,Investment by Foreign Portfolio Investors (FPI) in Debt,"February 15, 2019",,NotificationUser,11475
https://www.rbi.org.in/Scripts/NotificationUser.aspx?Id=11975&Mode=0,"Exclusion of “Syndicate Bank” from the Second Schedule to the Reserve Bank of India Act, 1934 and cessation as banking company","September 30, 2020",,NotificationUser,11975
https://www.rbi.org.in/Scripts/NotificationUser.aspx?Id=11474&Mode=0,Auction for Sale (Re-issue) of Government Stock (GS),"February 11, 2019",,NotificationUser,11474
https://www.rbi.org.in/Scripts/NotificationUser.aspx?Id=12677&Mode=0,"Implementation of Section 51A of UAPA,1967: Updates to UNSC’s 1267/ 1989 ISIL (Da'esh) & Al-Qaida Sanctions List: Amendments in 01 Entry","April 26, 2024",,NotificationUser,12677
https://www.rbi.org.in/Scripts/NotificationUser.aspx?Id=11974&Mode=0,"Exclusion of “Oriental Bank of Commerce” and “United Bank of India” from the Second Schedule to the Reserve Bank of India Act, 1934 and cessation as banking company","September 30, 2020",,NotificationUser,11974
https://www.rbi.org.in/Scripts/NotificationUser.aspx?Id=11473&Mode=0,Auction of Government of India Dated Securities,"February 11, 2019",,NotificationUser,11473
https://www.rbi.org.in/Scripts/NotificationUser.aspx?Id=12676&Mode=0,Voluntary transition of Small Finance Banks to Universal Banks,"April 26, 2024",,NotificationUser,12676
https://www.rbi.org.in/Scripts/NotificationUser.aspx?Id=11973&Mode=0,"Exclusion of “Andhra Bank” and “Corporation Bank” from the Second Schedule to the Reserve Bank of India Act, 1934 and cessation as banking company","September 30, 2020",,NotificationUser,11973
https://www.rbi.org.in/Scripts/NotificationUser.aspx?Id=11972&Mode=0,"Exclusion of “Allahabad Bank” from the Second Schedule to the Reserve Bank of India Act, 1934 and cessation as banking company","September 30, 2020",,NotificationUser,11972
https://www.rbi.org.in/Scripts/NotificationUser.aspx?Id=12675&Mode=0,Limits for investment in debt and sale of Credit Default Swaps by Foreign Portfolio Investors (FPIs),"April 26, 2024",,NotificationUser,12675
https://www.rbi.org.in/Scripts/NotificationUser.aspx?Id=11971&Mode=0,Basel III Framework on Liquidity Standards – Net Stable Funding Ratio (NSFR),"September 29, 2020",,NotificationUser,11971
https://www.rbi.org.in/Scripts/NotificationUser.aspx?Id=12674&Mode=0,"Foreign Exchange Management (Foreign Currency Accounts by a person resident in India) (Amendment) Regulations, 2024","April 23, 2024",,NotificationUser,12674
https://www.rbi.org.in/Scripts/NotificationUser.aspx?Id=11472&Mode=0,External Commercial Borrowings (ECB) Policy – ECB facility for Resolution Applicants under Corporate Insolvency Resolution Process,"February 07, 2019",,NotificationUser,11472
https://www.rbi.org.in/Scripts/NotificationUser.aspx?Id=12673&Mode=0,"Foreign Exchange Management (Mode of Payment and Reporting of Non-Debt Instruments) (Amendment) Regulations, 2024","April 23, 2024",,NotificationUser,12673
https://www.rbi.org.in/Scripts/NotificationUser.aspx?Id=11471&Mode=0,Grant of ‘Certificate of Registration’ – For carrying on the business of credit information –  CRIF High Mark Credit Information Services Private Limited,"February 7, 2019",,NotificationUser,11471
https://www.rbi.org.in/Scripts/NotificationUser.aspx?Id=12672&Mode=0,"Alteration in the name of ""AB Bank Limited"" to ""AB Bank PLC"" in the Second Schedule to the Reserve Bank of India Act, 1934","April 25, 2024",,NotificationUser,12672
https://www.rbi.org.in/Scripts/NotificationUser.aspx?Id=11470&Mode=0,Standing Liquidity Facility for Primary Dealers,"February 07, 2019",,NotificationUser,11470
https://www.rbi.org.in/Scripts/NotificationUser.aspx?Id=12671&Mode=0,Unauthorised foreign exchange transactions,"April 24, 2024",,NotificationUser,12671
https://www.rbi.org.in/Scripts/NotificationUser.aspx?Id=11469&Mode=0,Credit Flow to Agriculture- Collateral free agricultural loans,"February 7, 2019",,NotificationUser,11469
https://www.rbi.org.in/Scripts/NotificationUser.aspx?Id=12670&Mode=0,Master Circular - Bank Finance to Non-Banking Financial Companies (NBFCs),"April 24, 2024",,NotificationUser,12670
https://www.rbi.org.in/Scripts/NotificationUser.aspx?Id=11468&Mode=0,Change in Bank Rate,"February 07, 2019",,NotificationUser,11468
https://www.rbi.org.in/Scripts/NotificationUser.aspx?Id=11970&Mode=0,Basel III Capital Regulations - Review of transitional arrangements,"September 29, 2020",,NotificationUser,11970
https://www.rbi.org.in/Scripts/NotificationUser.aspx?Id=12669&Mode=0,"Master Direction – Reserve Bank of India (Asset Reconstruction Companies) Directions, 2024","April 24, 2024",,NotificationUser,12669
https://www.rbi.org.in/Scripts/NotificationUser.aspx?Id=11467&Mode=0,"Inclusion in the Second Schedule to the Reserve Bank of India Act, 1934 – Tripura State Co-operative Bank Ltd., Tripura","February 4, 2019",,NotificationUser,11467
https://www.rbi.org.in/Scripts/NotificationUser.aspx?Id=11466&Mode=0,Marginal Standing Facility,"February 7, 2019",,NotificationUser,11466
https://www.rbi.org.in/Scripts/NotificationUser.aspx?Id=11465&Mode=0,Liquidity Adjustment Facility – Repo and Reverse Repo Rates,"February 7, 2019",,NotificationUser,11465
https://www.rbi.org.in/Scripts/NotificationUser.aspx?Id=12668&Mode=0,Dealing in Rupee Interest Rate Derivative products - Small Finance Banks,"April 23, 2024",,NotificationUser,12668
https://www.rbi.org.in/Scripts/NotificationUser.aspx?Id=11969&Mode=0,Positive Pay System for Cheque Truncation System,"September 25, 2020",,NotificationUser,11969
https://www.rbi.org.in/Scripts/NotificationUser.aspx?Id=11464&Mode=0,Auction for Sale (Re-issue) of Government Stock (GS),"February 4, 2019",,NotificationUser,11464
https://www.rbi.org.in/Scripts/NotificationUser.aspx?Id=12667&Mode=0,Formation of new district in the State of Assam – Assignment of Lead Bank Responsibility,"April 18, 2024",,NotificationUser,12667
https://www.rbi.org.in/Scripts/NotificationUser.aspx?Id=11968&Mode=0,Formation of new districts in the State of Arunachal Pradesh – Assignment of Lead Bank Responsibility,"September 25, 2020",,NotificationUser,11968
https://www.rbi.org.in/Scripts/NotificationUser.aspx?Id=11463&Mode=0,Auction of Government of India Dated Securities,"February 04, 2019",,NotificationUser,11463
https://www.rbi.org.in/Scripts/NotificationUser.aspx?Id=11462&Mode=0,Kisan Credit Card (KCC) Scheme: Working Capital for Animal Husbandry and Fisheries,"February 04, 2019",,NotificationUser,11462
https://www.rbi.org.in/Scripts/NotificationUser.aspx?Id=11967&Mode=0,Master Circular – Deendayal Antyodaya Yojana - National Rural Livelihoods Mission (DAY-NRLM),"September 18, 2020",,NotificationUser,11967
https://www.rbi.org.in/Scripts/NotificationUser.aspx?Id=11966&Mode=0,Exim Bank's Government of India supported Line of Credit (LoC) of  USD 215.68 million to the Government of the Republic of Malawi,"September 17, 2020",,NotificationUser,11966
https://www.rbi.org.in/Scripts/NotificationUser.aspx?Id=11461&Mode=0,"Ombudsman Scheme for Digital Transactions, 2019","January 31, 2019",,NotificationUser,11461
https://www.rbi.org.in/Scripts/NotificationUser.aspx?Id=12666&Mode=0,"Implementation of Section 12A of the Weapons of Mass Destruction and their Delivery Systems (Prohibition of Unlawful Activities) Act, 2005: Designated List (Amendments)","April 16, 2024",,NotificationUser,12666
https://www.rbi.org.in/Scripts/NotificationUser.aspx?Id=12665&Mode=0,Master Circular – Deendayal Antyodaya Yojana - National Rural Livelihoods Mission (DAY-NRLM),"April 16, 2024",,NotificationUser,12665
https://www.rbi.org.in/Scripts/NotificationUser.aspx?Id=11460&Mode=0,Auction of Government of India Dated Securities,"January 28, 2019",,NotificationUser,11460
https://www.rbi.org.in/Scripts/NotificationUser.aspx?Id=11459&Mode=0,Auction for Sale (Re-issue) of Government Stock (GS),"January 28, 2019",,NotificationUser,11459
https://www.rbi.org.in/Scripts/NotificationUser.aspx?Id=11458&Mode=0,Auction of Government of India Dated Securities,"January 21, 2019",,NotificationUser,11458
https://www.rbi.org.in/Scripts/NotificationUser.aspx?Id=12664&Mode=0,Master Circular - Credit facilities to Scheduled Castes (SCs) & Scheduled Tribes (STs),"April 16, 2024",,NotificationUser,12664
https://www.rbi.org.in/Scripts/NotificationUser.aspx?Id=11457&Mode=0,Auction for Sale (Issue / Re-issue) of Government Stock (GS),"January 21, 2019",,NotificationUser,11457
https://www.rbi.org.in/Scripts/NotificationUser.aspx?Id=12663&Mode=0,Key Facts Statement (KFS) for Loans & Advances,"April 15, 2024",,NotificationUser,12663
https://www.rbi.org.in/Scripts/NotificationUser.aspx?Id=11965&Mode=0,"Foreign Exchange Management (Export and Import of Currency) (Amendment) Regulations, 2020","August 11, 2020",,NotificationUser,11965
https://www.rbi.org.in/Scripts/NotificationUser.aspx?Id=11964&Mode=0,"Automation of Income Recognition, Asset Classification and Provisioning processes in banks","September 14, 2020",,NotificationUser,11964
https://www.rbi.org.in/Scripts/NotificationUser.aspx?Id=11456&Mode=0,External Commercial Borrowings (ECB) Policy – New ECB Framework,"January 16, 2019",,NotificationUser,11456
https://www.rbi.org.in/Scripts/NotificationUser.aspx?Id=12662&Mode=0,Hedging of Gold Price Risk in Overseas Markets,"April 15, 2024",,NotificationUser,12662
https://www.rbi.org.in/Scripts/NotificationUser.aspx?Id=12661&Mode=0,"CIMS Project Implementation - Submission of Statutory Returns (Form A, Form VIII and Form IX) on CIMS Portal","April 15, 2024",,NotificationUser,12661
https://www.rbi.org.in/Scripts/NotificationUser.aspx?Id=12660&Mode=0,"Alteration in the name of ""Sonali Bank Limited"" to ""Sonali Bank PLC"" in the Second Schedule to the Reserve Bank of India Act, 1934","April 10, 2024",,NotificationUser,12660
https://www.rbi.org.in/Scripts/NotificationUser.aspx?Id=11455&Mode=0,Auction of Government of India Dated Securities,"January 14, 2019",,NotificationUser,11455
https://www.rbi.org.in/Scripts/NotificationUser.aspx?Id=11454&Mode=0,Auction for Sale (Issue/Re-issue) of Government Stock (GS),"January 14, 2019",,NotificationUser,11454
https://www.rbi.org.in/Scripts/NotificationUser.aspx?Id=11453&Mode=0,Interest Equalisation Scheme on Pre and Post Shipment Rupee Export Credit,"January 11, 2019",,NotificationUser,11453
https://www.rbi.org.in/Scripts/NotificationUser.aspx?Id=12659&Mode=0,"Exclusion of “Kapol Co-operative Bank Limited” from the Second Schedule to the Reserve Bank of India Act, 1934","April 05, 2024",,NotificationUser,12659
https://www.rbi.org.in/Scripts/NotificationUser.aspx?Id=11963&Mode=0,"Implementation of Section 51A of UAPA, 1967 - Updates to UNSC’s 1267/1989 ISIL (Da'esh) & Al-Qaida Sanctions List - Amendment to 11 entries (10 Individuals and one entry in Entities and Groups)","September 11, 2020",,NotificationUser,11963
https://www.rbi.org.in/Scripts/NotificationUser.aspx?Id=11452&Mode=0,Basel III Capital Regulations- Review of transitional arrangements,"January 10, 2019",,NotificationUser,11452
https://www.rbi.org.in/Scripts/NotificationUser.aspx?Id=12658&Mode=0,"Master Circular - Income Recognition, Asset Classification, Provisioning and Other Related Matters - UCBs","April 02, 2024",,NotificationUser,12658
https://www.rbi.org.in/Scripts/NotificationUser.aspx?Id=11451&Mode=0,"Exclusion of “SBM Bank (Mauritius) Ltd.” from the Second Schedule of the Reserve Bank of India Act, 1934","January 10, 2019",,NotificationUser,11451
https://www.rbi.org.in/Scripts/NotificationUser.aspx?Id=11450&Mode=0,"Gold Monetization Scheme, 2015","January 9, 2019",,NotificationUser,11450
https://www.rbi.org.in/Scripts/NotificationUser.aspx?Id=11449&Mode=0,Tokenisation – Card transactions,"January 08, 2019",,NotificationUser,11449
https://www.rbi.org.in/Scripts/NotificationUser.aspx?Id=11962&Mode=0,Compliance functions in banks and Role of Chief Compliance Officer (CCO),"September 11, 2020",,NotificationUser,11962
https://www.rbi.org.in/Scripts/NotificationUser.aspx?Id=11448&Mode=0,Auction for Sale (Issue / Re-issue) of Government Stock (GS),"January 7, 2019",,NotificationUser,11448
https://www.rbi.org.in/Scripts/NotificationUser.aspx?Id=11961&Mode=0,Resolution Framework for COVID-19-related Stress – Financial Parameters,"September 7, 2020",,NotificationUser,11961
https://www.rbi.org.in/Scripts/NotificationUser.aspx?Id=11960&Mode=0,Long Form Audit Report (LFAR) - Review,"September 05, 2020",,NotificationUser,11960
https://www.rbi.org.in/Scripts/NotificationUser.aspx?Id=11447&Mode=0,Auction of Government of India Dated Securities,"January 07, 2019",,NotificationUser,11447
https://www.rbi.org.in/Scripts/NotificationUser.aspx?Id=11446&Mode=0,Customer Protection – Limiting Liability of Customers in Unauthorised Electronic Payment Transactions in Prepaid Payment Instruments (PPIs) issued by Authorised Non-banks,"January 04, 2019",,NotificationUser,11446
https://www.rbi.org.in/Scripts/NotificationUser.aspx?Id=11445&Mode=0,"Micro, Small and Medium Enterprises (MSME) sector – Restructuring of Advances","January 1, 2019",,NotificationUser,11445
https://www.rbi.org.in/Scripts/NotificationUser.aspx?Id=11959&Mode=0,"Master Directions – Priority Sector Lending (PSL) – Targets and Classification (Updated as on June 21, 2024)","June 21, 2024",,NotificationUser,11959
https://www.rbi.org.in/Scripts/NotificationUser.aspx?Id=11444&Mode=0,Auction of Government of India Dated Securities,"December 31, 2018",,NotificationUser,11444
